날짜,카테고리,제품,가격,수량,매출액,고객_세그먼트,마케팅_캠페인,마케팅_채널,고객_ID,성별,연령대
2023-08-04,의류,액세서리,144667.58032417676,3,434002.7409725303,신규 고객,회원 전용 이벤트,이메일,9524,여성,30대
2023-04-27,전자제품,스마트폰,176418.65998916305,4,705674.6399566522,일반 고객,,이메일,5254,여성,40대
2023-07-27,식품,채소,27525.604238735097,5,137628.0211936755,신규 고객,,제휴 마케팅,3564,남성,40대
2023-08-25,전자제품,노트북,469464.23777359794,6,2816785.4266415876,일반 고객,회원 전용 이벤트,제휴 마케팅,5572,남성,30대
2024-03-11,생활용품,청소용품,17475.943748561753,4,69903.77499424701,신규 고객,,소셜 미디어,8647,여성,20대
2023-03-15,식품,음료,7003.528525805307,2,14007.057051610615,일반 고객,,오프라인 광고,4955,여성,20대
2023-06-09,의류,아우터,153678.28834584082,6,922069.7300750449,신규 고객,,온라인 광고,6700,남성,30대
2023-02-11,의류,하의,125281.65267446278,9,1127534.874070165,신규 고객,신규 고객 할인,소셜 미디어,4424,여성,30대
2023-10-29,전자제품,가전제품,875867.4901513113,2,1751734.9803026225,VIP 고객,,오프라인 광고,2054,여성,40대
2024-07-08,화장품,향수,52261.633365809015,4,209046.53346323606,신규 고객,,오프라인 광고,1017,여성,50대 이상
2023-06-02,식품,유제품,17976.43017744415,6,107858.58106466489,일반 고객,,제휴 마케팅,1321,남성,50대 이상
2023-08-14,전자제품,스마트폰,1065664.4953829967,3,3196993.48614899,신규 고객,회원 전용 이벤트,오프라인 광고,1403,여성,10대
2024-02-18,식품,유제품,25426.897927901216,3,76280.69378370365,신규 고객,제휴 마케팅,오프라인 광고,1522,여성,40대
2024-05-14,식품,과일,10040.075075364088,6,60240.45045218452,신규 고객,신규 고객 할인,온라인 광고,3421,남성,30대
2024-03-07,생활용품,욕실용품,38297.68803982133,2,76595.37607964266,일반 고객,,오프라인 광고,8486,여성,10대
2024-03-01,식품,과일,16078.374702814937,1,16078.374702814937,일반 고객,,소셜 미디어,1764,남성,50대 이상
2024-06-14,생활용품,세제,27932.68093943205,2,55865.3618788641,신규 고객,,소셜 미디어,3696,남성,20대
2023-02-18,생활용품,청소용품,39485.82873137701,1,39485.82873137701,일반 고객,,이메일,7037,남성,30대
2023-09-22,의류,하의,85798.57725473931,4,343194.30901895725,충성 고객,,오프라인 광고,9141,남성,10대
2023-06-05,생활용품,주방용품,16104.615285550608,1,16104.615285550608,VIP 고객,,소셜 미디어,3272,남성,10대
2023-02-28,화장품,스킨케어,63435.015751339815,6,380610.0945080389,신규 고객,,제휴 마케팅,9363,남성,10대
2023-04-05,의류,신발,105132.94611334988,3,315398.83834004967,일반 고객,,제휴 마케팅,2581,여성,50대 이상
2024-07-31,전자제품,노트북,383468.3861938688,3,1150405.1585816066,일반 고객,,이메일,4531,남성,40대
2023-01-31,전자제품,노트북,626709.9506042664,1,626709.9506042664,충성 고객,,오프라인 광고,8636,여성,50대 이상
2023-12-17,전자제품,태블릿,238410.68211576558,5,1192053.4105788278,충성 고객,,이메일,3683,남성,50대 이상
2023-10-14,생활용품,세제,11649.038055768659,1,11649.038055768659,일반 고객,,이메일,8849,여성,20대
2024-01-30,화장품,메이크업,47337.22557863147,4,189348.90231452588,일반 고객,,온라인 광고,3812,여성,20대
2023-08-19,생활용품,주방용품,25329.83605462818,5,126649.1802731409,일반 고객,회원 전용 이벤트,이메일,2723,남성,30대
2024-02-15,의류,아우터,146955.35938659558,5,734776.7969329779,일반 고객,제휴 마케팅,소셜 미디어,8730,여성,50대 이상
2023-10-29,의류,아우터,92925.66686900299,3,278777.000607009,충성 고객,,제휴 마케팅,7039,여성,40대
2024-05-19,전자제품,태블릿,103915.60976225397,1,103915.60976225397,신규 고객,신규 고객 할인,온라인 광고,6586,남성,50대 이상
2023-06-24,생활용품,욕실용품,13275.256287455324,3,39825.76886236597,충성 고객,,제휴 마케팅,2495,남성,10대
2024-03-10,생활용품,화장지,17063.10270670964,1,17063.10270670964,신규 고객,,소셜 미디어,5189,여성,20대
2023-02-07,생활용품,주방용품,30885.765724601002,2,61771.531449202004,일반 고객,신규 고객 할인,이메일,4915,남성,50대 이상
2024-04-08,생활용품,세제,45013.32778110875,4,180053.311124435,신규 고객,,이메일,3857,여성,50대 이상
2023-01-30,식품,과일,19068.432943140997,2,38136.865886281994,VIP 고객,,오프라인 광고,1878,남성,30대
2023-10-25,화장품,바디케어,70305.92690160799,1,70305.92690160799,신규 고객,,온라인 광고,9925,여성,40대
2023-11-23,화장품,헤어케어,46519.736408147524,5,232598.68204073762,일반 고객,SNS 프로모션,이메일,2964,여성,40대
2023-04-09,전자제품,가전제품,726990.7175651406,2,1453981.4351302811,일반 고객,,소셜 미디어,8701,여성,40대
2023-04-23,식품,육류,22628.633629300868,2,45257.267258601736,일반 고객,,이메일,3452,여성,40대
2023-11-16,생활용품,화장지,21193.177550873344,1,21193.177550873344,일반 고객,SNS 프로모션,온라인 광고,9151,여성,20대
2023-10-08,식품,채소,24584.214098350887,2,49168.428196701774,신규 고객,,제휴 마케팅,6937,남성,20대
2024-01-22,생활용품,세제,22244.45554283872,5,111222.27771419361,일반 고객,,온라인 광고,8196,남성,20대
2024-04-02,생활용품,욕실용품,27916.549597846104,2,55833.09919569221,일반 고객,,온라인 광고,7670,남성,10대
2023-05-31,전자제품,노트북,389349.33177661983,1,389349.33177661983,일반 고객,시즌 세일,온라인 광고,3419,남성,50대 이상
2023-05-22,화장품,향수,64452.66074392096,6,386715.9644635258,일반 고객,시즌 세일,이메일,2092,여성,40대
2024-07-11,화장품,헤어케어,55839.079886188105,1,55839.079886188105,VIP 고객,,오프라인 광고,4605,여성,30대
2024-03-21,식품,육류,7028.892429885926,1,7028.892429885926,일반 고객,,제휴 마케팅,8039,여성,40대
2024-05-10,전자제품,이어폰,238717.76556925132,1,238717.76556925132,일반 고객,신규 고객 할인,이메일,3546,여성,40대
2024-05-17,전자제품,태블릿,577611.0996543401,8,4620888.797234721,일반 고객,신규 고객 할인,이메일,3480,남성,40대
2023-12-01,식품,육류,16256.581032851747,2,32513.162065703495,충성 고객,,제휴 마케팅,6523,여성,20대
2024-01-15,전자제품,가전제품,875497.5937559542,1,875497.5937559542,일반 고객,,온라인 광고,5789,남성,30대
2023-02-21,식품,유제품,27660.755827418594,1,27660.755827418594,VIP 고객,,이메일,1819,남성,50대 이상
2024-06-04,식품,과일,24223.494677292376,2,48446.98935458475,일반 고객,,제휴 마케팅,3487,남성,30대
2024-04-05,전자제품,이어폰,102429.51613581792,8,819436.1290865433,충성 고객,,소셜 미디어,7813,남성,20대
2023-11-17,전자제품,스마트폰,303539.5544202917,14,4249553.761884084,일반 고객,SNS 프로모션,온라인 광고,6980,여성,20대
2023-06-04,전자제품,태블릿,821530.8313724139,3,2464592.494117242,신규 고객,,온라인 광고,5092,여성,40대
2024-03-08,의류,신발,86223.93489843198,5,431119.6744921599,일반 고객,,온라인 광고,4475,남성,50대 이상
2023-07-27,화장품,스킨케어,20424.56442879502,7,142971.95100156515,일반 고객,,제휴 마케팅,9377,여성,30대
2023-01-08,의류,하의,81791.84850560257,1,81791.84850560257,VIP 고객,,소셜 미디어,8898,여성,50대 이상
2023-01-28,의류,하의,95981.49002265795,2,191962.9800453159,신규 고객,,온라인 광고,2249,남성,30대
2023-10-07,전자제품,노트북,191814.45844033756,1,191814.45844033756,일반 고객,,소셜 미디어,7711,남성,30대
2024-04-07,전자제품,가전제품,708080.7026146599,1,708080.7026146599,충성 고객,,이메일,2014,여성,40대
2023-05-15,전자제품,노트북,638712.6490875053,1,638712.6490875053,신규 고객,시즌 세일,온라인 광고,5406,여성,50대 이상
2024-01-11,전자제품,태블릿,454795.32053904416,2,909590.6410780883,신규 고객,,이메일,9796,남성,10대
2023-08-26,의류,아우터,111874.43194629051,2,223748.86389258102,신규 고객,회원 전용 이벤트,오프라인 광고,9327,남성,20대
2023-10-11,생활용품,세제,13372.860230655504,1,13372.860230655504,충성 고객,,제휴 마케팅,2639,여성,30대
2023-03-08,생활용품,욕실용품,32170.40239111374,2,64340.80478222748,일반 고객,,온라인 광고,5306,여성,20대
2024-02-27,의류,하의,109404.9462080426,7,765834.6234562983,일반 고객,제휴 마케팅,제휴 마케팅,6755,남성,40대
2023-11-10,의류,아우터,116340.08238774109,6,698040.4943264466,일반 고객,SNS 프로모션,오프라인 광고,3233,남성,40대
2023-06-24,의류,하의,29805.284295317168,6,178831.705771903,일반 고객,,소셜 미디어,2630,남성,40대
2024-05-09,생활용품,주방용품,14495.182918607505,3,43485.548755822514,충성 고객,신규 고객 할인,오프라인 광고,1986,여성,40대
2023-06-17,생활용품,세제,39979.627799059796,1,39979.627799059796,충성 고객,,온라인 광고,8906,여성,30대
2023-04-26,전자제품,태블릿,587317.9990095947,2,1174635.9980191893,충성 고객,,이메일,4406,남성,20대
2023-04-23,전자제품,태블릿,600749.4576726181,3,1802248.3730178543,일반 고객,,제휴 마케팅,9295,여성,40대
2023-10-17,생활용품,주방용품,33918.00083823426,1,33918.00083823426,충성 고객,,이메일,3198,여성,10대
2023-04-08,화장품,바디케어,20205.548805985367,3,60616.6464179561,신규 고객,,오프라인 광고,8007,여성,10대
2024-01-13,생활용품,청소용품,48678.28992464335,1,48678.28992464335,신규 고객,,온라인 광고,5856,여성,50대 이상
2024-02-14,식품,과일,9292.59859070951,2,18585.19718141902,신규 고객,제휴 마케팅,제휴 마케팅,3168,여성,30대
2023-03-09,의류,하의,125754.9836690152,4,503019.9346760608,VIP 고객,,제휴 마케팅,1844,여성,50대 이상
2023-10-13,전자제품,이어폰,901642.5272190566,1,901642.5272190566,충성 고객,,이메일,2116,남성,50대 이상
2023-08-03,생활용품,세제,28791.901828042857,1,28791.901828042857,신규 고객,회원 전용 이벤트,제휴 마케팅,3933,여성,40대
2024-02-05,생활용품,욕실용품,41404.271120680496,3,124212.81336204149,신규 고객,제휴 마케팅,온라인 광고,8735,남성,30대
2023-05-08,식품,유제품,24223.899050263306,7,169567.29335184314,신규 고객,시즌 세일,오프라인 광고,1196,남성,50대 이상
2023-06-09,식품,음료,25448.374930489743,4,101793.49972195897,신규 고객,,소셜 미디어,2387,여성,30대
2024-05-07,의류,상의,50524.73040839867,5,252623.65204199334,신규 고객,신규 고객 할인,이메일,9574,남성,20대
2024-02-14,의류,신발,119919.21639599107,5,599596.0819799553,일반 고객,제휴 마케팅,이메일,5880,남성,40대
2023-06-04,의류,아우터,77664.71464263828,4,310658.85857055313,충성 고객,,소셜 미디어,1230,남성,10대
2023-12-25,전자제품,가전제품,625842.3881854501,7,4380896.717298151,충성 고객,,오프라인 광고,6615,여성,20대
2024-01-22,전자제품,가전제품,572593.3465968563,2,1145186.6931937125,일반 고객,,이메일,2904,여성,50대 이상
2024-04-19,의류,상의,120735.93726158627,1,120735.93726158627,일반 고객,,오프라인 광고,8639,남성,50대 이상
2023-08-01,생활용품,주방용품,22052.31843744041,10,220523.1843744041,일반 고객,회원 전용 이벤트,이메일,5612,남성,10대
2024-05-31,전자제품,가전제품,303947.73019625,5,1519738.6509812502,일반 고객,신규 고객 할인,온라인 광고,2429,남성,40대
2023-05-08,의류,액세서리,131016.56662006528,5,655082.8331003264,신규 고객,시즌 세일,오프라인 광고,4938,여성,40대
2023-12-04,전자제품,노트북,866874.612753041,6,5201247.676518246,신규 고객,,제휴 마케팅,1871,여성,10대
2024-06-09,전자제품,스마트폰,959969.0987706392,2,1919938.1975412783,신규 고객,,소셜 미디어,8105,남성,40대
2023-08-21,식품,간식,23715.049132929238,8,189720.3930634339,일반 고객,회원 전용 이벤트,소셜 미디어,5090,남성,40대
2023-03-29,의류,하의,97692.63554729501,1,97692.63554729501,신규 고객,,오프라인 광고,3818,여성,10대
2023-06-26,의류,하의,109591.00236790562,6,657546.0142074337,신규 고객,,소셜 미디어,3578,남성,10대
2024-03-25,전자제품,노트북,955995.1755498599,3,2867985.5266495794,일반 고객,,제휴 마케팅,7513,남성,50대 이상
2023-06-29,생활용품,주방용품,21726.076563859548,1,21726.076563859548,일반 고객,,온라인 광고,5839,남성,10대
2024-01-24,의류,아우터,106435.1226350991,6,638610.7358105946,일반 고객,,제휴 마케팅,3024,여성,40대
2023-01-22,전자제품,이어폰,607432.20916517,2,1214864.41833034,일반 고객,,오프라인 광고,1265,여성,30대
2023-03-18,생활용품,주방용품,26311.585245258673,1,26311.585245258673,일반 고객,,온라인 광고,7502,남성,20대
2024-05-06,생활용품,주방용품,21077.59727383838,1,21077.59727383838,충성 고객,신규 고객 할인,제휴 마케팅,3361,여성,50대 이상
2024-06-07,전자제품,이어폰,902845.6750492604,3,2708537.0251477812,일반 고객,,이메일,3985,남성,40대
2024-06-09,전자제품,가전제품,302008.1854531676,4,1208032.7418126704,신규 고객,,제휴 마케팅,5014,남성,20대
2023-05-09,식품,채소,11383.660318939294,4,45534.641275757174,일반 고객,시즌 세일,온라인 광고,1083,여성,20대
2024-02-20,화장품,헤어케어,69699.879398696,13,906098.4321830479,신규 고객,제휴 마케팅,소셜 미디어,1248,남성,30대
2023-12-29,전자제품,이어폰,451827.4982164929,9,4066447.483948436,VIP 고객,,소셜 미디어,1792,여성,20대
2024-06-04,화장품,메이크업,71593.88668983197,2,143187.77337966394,충성 고객,,제휴 마케팅,5635,여성,30대
2024-02-01,전자제품,노트북,172074.7751702445,1,172074.7751702445,신규 고객,제휴 마케팅,소셜 미디어,2172,여성,10대
2023-06-09,전자제품,노트북,506711.71601650346,1,506711.71601650346,신규 고객,,오프라인 광고,2960,남성,20대
2023-12-09,전자제품,이어폰,891164.6179987917,6,5346987.70799275,일반 고객,,제휴 마케팅,1542,여성,20대
2024-02-13,화장품,향수,43855.38421679706,6,263132.3053007823,충성 고객,제휴 마케팅,오프라인 광고,8632,여성,40대
2023-07-24,생활용품,청소용품,41704.47186527002,3,125113.41559581005,일반 고객,,소셜 미디어,6306,여성,40대
2023-02-04,의류,하의,106234.08200446519,7,743638.5740312564,VIP 고객,신규 고객 할인,온라인 광고,7377,남성,20대
2023-08-14,전자제품,스마트폰,170647.5961698915,5,853237.9808494576,VIP 고객,회원 전용 이벤트,오프라인 광고,4361,여성,10대
2023-04-29,화장품,헤어케어,59069.82674389411,4,236279.30697557644,일반 고객,,이메일,5342,남성,30대
2023-09-05,화장품,스킨케어,53566.19087395904,1,53566.19087395904,충성 고객,,이메일,3358,남성,20대
2023-12-06,화장품,헤어케어,40736.53904689954,4,162946.15618759816,일반 고객,,온라인 광고,9231,여성,40대
2024-04-01,전자제품,가전제품,132848.44654252747,5,664242.2327126374,VIP 고객,,제휴 마케팅,5821,남성,50대 이상
2023-07-17,생활용품,주방용품,21685.850021272934,2,43371.70004254587,일반 고객,,오프라인 광고,6185,남성,40대
2023-02-16,생활용품,세제,26471.21959729205,2,52942.4391945841,VIP 고객,,제휴 마케팅,9165,남성,10대
2023-03-17,생활용품,세제,34663.98292723307,1,34663.98292723307,신규 고객,,이메일,2340,여성,30대
2024-01-23,화장품,바디케어,61208.40678154045,1,61208.40678154045,일반 고객,,소셜 미디어,7733,여성,40대
